뉴스 제목,뉴스 링크,언론사,날짜
"신뢰를 실현하는 수술실 CCTV, 영상 반출 보안 필수",http://www.cctvnews.co.kr/news/articleView.html?idxno=233840,CCTV뉴스,2022-11-02
"""초연결 사회 韓, 여과안된 참사 영상에 국민들 트라우마""",https://www.etnews.com/20221102000239,전자신문언론사 선정,2022-11-02
머스크 인수 이후 트위터 광고·마케팅 임원들 줄줄이 퇴사,https://www.radiokorea.com/news/article.php?uid=401256,라디오코리아,2022-11-02
"갤S23, 사전예약 한글 포스터 등장에 ‘조기출시설’ 후끈",https://www.mk.co.kr/article/10514372,매일경제,2022-11-02
미디어 콘텐츠 생태계 뒤집은 OTT…경쟁 심화로 생존게임,https://www.hankyung.com/finance/article/2022110209661,한국경제,2022-11-02
전북도 6급 이하 인사,http://www.domin.co.kr/news/articleView.html?idxno=1401788,전북도민일보,2022-11-02
"카카오뱅크, 3분기 실적 '사상 최대'…""주담대·사업자대출 강화""(종합)",http://www.newstomato.com/ReadNews.aspx?no=1157246&inflow=N,뉴스토마토,2022-11-02
"대구시, 234억 ABB 성장펀드 조성 ‘ABB산업’ 중점 육성",https://tk.newdaily.co.kr/site/data/html/2022/11/02/2022110200120.html,뉴데일리,2022-11-02
"카뱅, 3Q 순이익 787억 또 역대 최대…인뱅도 '이자장사'로 최대 실적 행진",https://biz.sbs.co.kr/article_hub/20000087498?division=NAVER,SBS Biz,2022-11-02
"카뱅, 3분기 영업익 1000억 돌파…11월 코인·12월 주식 서비스",http://news.mt.co.kr/mtview.php?no=2022110214455514039,머니투데이,2022-11-02
"카카오뱅크, 3분기 역대 최대 분기 영업익 기록",https://byline.network/?p=9004111222486486,바이라인네트워크,2022-11-02
은행도 매입 줄인다…통안증권 14년 만에 최저,https://news.mtn.co.kr/news-detail/2022110214364636343,MTN,2022-11-02
"캘린더로 다시 태어난 『하나님, 저 잘 살고 있나요?』",http://ch.yes24.com/Article/View/51970,채널예스,2022-11-02
"[코인시장은 지금] FOMC D-1, 보합세 강해...도지·위믹스는",http://www.biztribune.co.kr/news/articleView.html?idxno=270103,비즈트리뷴,2022-11-02
"인스타터보, 모든 좋아요 상품 최대 30%할인 10월 이벤트 전개",http://www.newskr.kr/news/articleView.html?idxno=82980,한국농어촌방송,2022-11-02
자본시장에 '하이킥'한 카카오뱅크…실적 우상향 기대되는 이유,http://www.bloter.net/newsView/blt202211020014,블로터언론사 선정,2022-11-02
"""표현의 자유가 트위터 오염시킬 것"" 광고주들 떠나자... 머스크가 빼든 칼은...",https://www.ddaily.co.kr/news/article.html?no=250233,디지털데일리,2022-11-02
"플랫폼 알고리즘은 알고 계신대, 누가 ‘말 잘 듣는’ 라이더인지···",https://www.khan.co.kr/national/national-general/article/202211021511001,경향신문,2022-11-02
"카카오뱅크, 新먹거리는 '코인+주식+마이데이터'",http://www.sisaon.co.kr/news/articleView.html?idxno=144391,시사오늘,2022-11-02
"카카오뱅크, ‘코인원 실명계좌’ 발급 11월부터 시작한다 [컨콜]",https://economist.co.kr/2022/11/02/finance/bank/20221102150241313.html,이코노미스트,2022-11-02
카카오뱅크 ‘사상최대 실적’ 내놓자...죽어가던 주가도 ‘꿈틀’,http://theviewers.co.kr/View.aspx?No=2589890,뷰어스,2022-11-02
"거창군, ‘6만 인구 사수’ 위기 속 기회 발굴",http://www.newsgn.com/335401,뉴스경남,2022-11-02
"""초연결 사회 韓의 어두운 단면…이태원 영상에 국민들 트라우마""-WSJ",https://www.news1.kr/articles/4852009,뉴스1,2022-11-02
"[종합] 카카오뱅크, 3분기 787억 최대...""코인원 실명확인계좌 제공""",https://www.etoday.co.kr/news/view/2188472,이투데이,2022-11-02
불만 제기한 고객에 '사과'부터 해야 하는 서비스노동자들,http://www.laborplus.co.kr/news/articleView.html?idxno=30245,참여와혁신,2022-11-02
카카오뱅크 “11월 중 코인원 실명확인계좌 제공”,http://www.kukinews.com/newsView/kuk202211020073,쿠키뉴스,2022-11-02
"카카오뱅크 ""이달 코인원 실명계좌 제공… 판교 화재로 수신 감소 없어""",http://moneys.mt.co.kr/news/mwView.php?no=2022110213494479117,머니S언론사 선정,2022-11-02
"카카오뱅크 ""11월 중 코인원 실명확인계좌 제공 협의 중""",http://www.newsis.com/view/?id=NISX20221102_0002070881&cID=15001&pID=15000,뉴시스언론사 선정,2022-11-02
'최대 실적' 다진 카카오뱅크..가상자산·마이데이터 등 플랫폼 '청사진' 내놔,http://kpenews.com/View.aspx?No=2589353,한국정경신문,2022-11-02
머스크 인수 이후 트위터 광고·마케팅 임원들 줄줄이 퇴사,https://www.yna.co.kr/view/AKR20221102074100075?input=1195m,연합뉴스,2022-11-02
"카카오뱅크 ""데이터센터 화재로 고객수 변화 없어...내년 자사주 매입 고려""",http://www.consumernews.co.kr/news/articleView.html?idxno=662497,소비자가 만드는 신문,2022-11-02
"이태원 참사, 엉뚱하게 '스웨덴여성 이태원 화장실 폭행 피해' 사건 소환",https://www.wikitree.co.kr/articles/802830,위키트리,2022-11-02
"카카오뱅크 ""자사주매입, 감내할 범위 내 실시""",http://news.einfomax.co.kr/news/articleView.html?idxno=4240444,연합인포맥스,2022-11-02
"대구시 234억원 ABB 성장펀드 조성, 지역 ABB산업 중점 육성한다",http://www.boannews.com/media/view.asp?idx=111210&kind=,보안뉴스,2022-11-02
"어게인 2020?…트럼프, '중간선거 조작설' 주장",https://www.news1.kr/articles/4851819,뉴스1,2022-11-02
"박스 전문 쇼핑몰 에이엔박스, FSC 인증 도입 예정",http://www.goodkyung.com/news/articleView.html?idxno=191467,굿모닝경제,2022-11-02
"한솔비에스 에이엔박스, FSC 인증 도입 계획…친환경 박스 선보인다",http://www.thefirstmedia.net/news/articleView.html?idxno=104538,더퍼스트,2022-11-02
"“폭스콘 中정저우 공장 직원 대탈출…생산 목표 50% 차질""",http://www.edaily.co.kr/news/newspath.asp?newsid=02020486632521784,이데일리,2022-11-02
"""초연결 한국, 걸러지지 않은 참사 영상에 트라우마""",https://imnews.imbc.com/news/2022/world/article/6423055_35680.html,MBC언론사 선정,2022-11-02
대구시 234억원 ABB 성장펀드 조성. . 지역 ABB산업 중점 육성,http://www.sentv.co.kr/news/view/635376,서울경제TV,2022-11-02
이태원 핼러윈 참사 추모 방식 두고 시끌…검은리본·구찌·디올 언급된 사연...,https://weekly.cnbnews.com/news/article.html?no=146413,CNB저널(문화경제),2022-11-02
"대구시 234억원 ABB 성장펀드 조성, 지역 ABB산업 중점 육성",https://www.sisa-news.com/news/article.html?no=218603,시사뉴스,2022-11-02
"[이태원 참사] WSJ ""'초연결 사회' 한국, 여과안된 참사 영상에 트라우마""",https://www.yna.co.kr/view/AKR20221102038500009?input=1195m,연합뉴스언론사 선정,2022-11-02
"대구시, 234억원 규모 'ABB 성장펀드 조성' 업무협약식",https://www.cnbnews.com/news/article.html?no=571853,CNB뉴스,2022-11-02
"외부 서비스 연계한 은행인증서, 재해 대응책은?",https://zdnet.co.kr/view/?no=20221102085153,ZDNet Korea언론사 선정,2022-11-02
"'광고 의존도 낮추기' 나선 머스크, 트위터 블루 이용자에 우선권… 가격도 6...",https://www.sedaily.com/NewsView/26DGXE5MD9,서울경제언론사 선정,2022-11-02
"[토큰포스트 브리핑] 美 법원 ""파산 절차 셀시우스, 직원 대상 보너스 지급 불...",https://www.tokenpost.kr/article-110564,토큰포스트,2022-11-02
"사우디, 미국과 "" 이란이 사우디 침공할 가능성"" 정보 공유",http://www.newsis.com/view/?id=NISX20221102_0002070261&cID=10101&pID=10100,뉴시스,2022-11-02
"[더벨][thebell interview]김민엽 대표 ""기민한 투자·펀딩으로 외연확장""",http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202210311426418360103374,더벨,2022-11-02
대구시 234억원 ABB 성장펀드 조성...2025년까지 10여개사에 투자,https://daily.hankooki.com/news/articleView.html?idxno=888650,데일리한국,2022-11-02
"머스크, 트위터 프리미엄 블루서비스 구독료 8달러로 인상",https://www.news1.kr/articles/4851374,뉴스1,2022-11-02
"FIU, 가상자산 거래소 실명계좌 표준안 제정 작업 착수",https://www.news1.kr/articles/4850981,뉴스1,2022-11-02
FOMC 결과 앞두고 소폭 하락…나스닥 0.89%↓[뉴욕증시 브리핑],https://www.hankyung.com/finance/article/2022110203457,한국경제언론사 선정,2022-11-02
"[CEO투데이] 최철웅 KDB생명 대표, 매각 이슈 '골머리'",http://www.seoulwire.com/news/articleView.html?idxno=485304,서울와이어,2022-11-02
이란 “관리부실” 비판에… 외교부 “유감” 한덕수 총리 “노력 부족… 정부...,https://news.kmib.co.kr/article/view.asp?arcid=0924271214&code=11141100&cp=nv,국민일보,2022-11-02
[단독]400% 폭등한 ‘김치코인’… 시세조작,https://www.donga.com/news/article/all/20221101/116271706/1,동아일보언론사 선정,2022-11-02
"[이수인의 교육벤처] 디지털 교육, 더 미룰 수 없다",https://www.joongang.co.kr/article/25114217,중앙일보,2022-11-02
[서병기의 연예쉼터] 이태원 참사에 대중문화계도 슬픔 나눠,https://www.mstoday.co.kr/news/articleView.html?idxno=80768,MS투데이,2022-11-02
대구시 234억원 ABB 성장펀드 조성…지역 ABB산업 중점 육성,http://www.ksmnews.co.kr/default/index_view_page.php?idx=400388&part_idx=7,경상매일신문,2022-11-01
"대구시, 234억 규모 ABB 성장펀드 조성",https://www.idaegu.co.kr/news/articleView.html?idxno=399593,대구신문,2022-11-01
"대구시 234억원 ABB 성장펀드 조성, 지역 ABB산업 중점 육성",https://www.dkilbo.com/news/articleView.html?idxno=380830,대경일보,2022-11-01
'ABB 산업 선도도시' 소매 걷어 붙인다,http://www.kbmaeil.com/news/articleView.html?idxno=942112,경북매일신문,2022-11-01
"대구시, 지역 최초 234억원 ABB 성장펀드 조성",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2115896,경북일보,2022-11-01
사고 사흘만에…행안장관·경찰청장·소방청장 일제히 사과,https://www.ebn.co.kr/news/view/1553138/?sc=Naver,EBN,2022-11-01
"대구시, 'ABB 성장펀드 조성·운용' 업무 협약식 개최",https://www.sisamagazine.co.kr/news/articleView.html?idxno=472604,시사매거진,2022-11-01
"용산구 ""많이 올 것으로 예상했다"" 내부 증언…대책은 수립도 안 해",http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4874805,MBN언론사 선정,2022-11-01
[박정인의 산업보안이야기]⑰ 스팸메일 관련 법제의 입법개선을 촉구한다,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065607254552604,메가경제,2022-11-01
"일론 머스크, “경미하고 불확실한 이유로 정지된 Twitter 계정 모두 복구”",https://www.radiokorea.com/news/article.php?uid=401142,라디오코리아,2022-11-01
"대구시, 'ABB산업'집중 육성 위한 성장펀드 조성",http://www.hidomin.com/news/articleView.html?idxno=497999,경북도민일보,2022-11-01
이태원 참사 사흘만에…행안장관·경찰청장·소방청장 일제히 사과,http://www.daejonilbo.com/news/articleView.html?idxno=2031136,대전일보,2022-11-01
진주시 중앙지하상가 오픈댄스 스튜디오 SNS이벤트 실시,http://www.gndomin.com/news/articleView.html?idxno=331797,경남도민신문,2022-11-01
'이태원 참사' 희생자 156명…전국서 눈물 속 발인 엄수,https://news.jtbc.co.kr/article/article.aspx?news_id=NB12090231,JTBC,2022-11-01
"대구시, 200억 원대 ABB 성장펀드 조성…ABB 산업 중점 육성",http://www.idaegu.com/newsView/idg202211010058,대구일보,2022-11-01
‘코로나 엑소더스’ 폭스콘 정저우 공장 “보너스 4배로 인상”,https://news.kbs.co.kr/news/view.do?ncd=5591579&ref=A,KBS,2022-11-01
“보너스 4배 올려줄게 그만두지마”…떠나는 직원 잡는 이 회사,https://www.mk.co.kr/article/10513045,매일경제언론사 선정,2022-11-01
"대구시, 234억원 규모 ABB 성장펀드 조성",http://www.irobotnews.com/news/articleView.html?idxno=29942,로봇신문,2022-11-01
"美 CISA, “따라하기 쉬운” 새 사이버보안 프레임워크 발표",https://www.ciokorea.com/news/262552,CIO Korea,2022-11-01
"대구시, ABB산업 성장 펀드 5년동안 1000억원 조성 … 올해 234억, 내년 230억...",https://view.asiae.co.kr/article/2022110117120099930,아시아경제,2022-11-01
"법원 “KBS, 자회사 직원 직접 고용하고 10년 치 손해 배상” [김진성의 판례...",https://magazine.hankyung.com/business/article/202210249679b,한경비즈니스언론사 선정,2022-11-01
"민주당, 이태원 참사 놓고 책임소재 강조",http://www.newsprime.co.kr/news/article.html?no=583848,프라임경제,2022-11-01
"[DD 퇴근길] 축제는 끝났다, 참사에 잠시 멈춘 대한민국",https://www.ddaily.co.kr/news/article.html?no=250170,디지털데일리언론사 선정,2022-11-01
"'코로나 엑소더스' 폭스콘 정저우 공장 ""보너스 4배로 인상""",https://www.yna.co.kr/view/AKR20221101139900074?input=1195m,연합뉴스,2022-11-01
보험사 RBC비율 또 하락…당국 권고치 밑돈 NH농협생명,https://www.asiatoday.co.kr/view.php?key=20221101010000656,아시아투데이,2022-11-01
인공지능·빅데이타·블록체인 마중물…대구시 첫 ABB 전용펀드 조성,https://www.sedaily.com/NewsView/26DGHDGCXQ,서울경제,2022-11-01
"거창군, 군민과 함께 6만 인구 사수 위한 방안 모색",http://www.enewstoday.co.kr/news/articleView.html?idxno=1611127,이뉴스투데이,2022-11-01
"대구시 234억원 ABB 성장펀드 조성, 지역 ABB산업 중점 육성",http://www.startuptoday.co.kr/news/articleView.html?idxno=113641,오늘경제,2022-11-01
"트위터 ‘단독 이사’ 된 머스크, 직원 해고 계획 등 회사 장악 본격화",https://www.etoday.co.kr/news/view/2188178,이투데이,2022-11-01
"JT저축은행, '아동학대예방 캠페인' 걸음 기부 활동 진행",http://www.thevaluenews.co.kr/news/view.php?idx=172593,더밸류뉴스,2022-11-01
대구시 지역 ABB산업 중점 육성… 234억 펀드 조성,https://www.pressian.com/pages/articles/2022110114134977079?utm_source=naver&utm_medium=search,프레시안,2022-11-01
"대구시, 234억원 ABB 성장펀드 조성으로 마중물 역할 '톡톡'",http://www.metroseoul.co.kr/article/20221101500597,메트로신문,2022-11-01
"대구시, 234억원 ABB 성장펀드 조성 ""지역 ABB산업 중점 육성한다""",https://ilyo.co.kr/?ac=article_view&entry_id=439768,일요신문,2022-11-01
"대구시, ABB산업 육성… 234억원 ABB 성장 펀드 조성",https://www.ajunews.com/view/20221101155743915,아주경제,2022-11-01
[데일리픽] 가상자산 퀀트 투자 바람… 트위터 덕 본 도지코인,http://www.digitaltoday.co.kr/news/articleView.html?idxno=463958,디지털투데이,2022-11-01
‘책임 회피’로 일관하더니 3일 만에 ‘무성의’ 입장문 던진 박희영 용산구...,https://vop.co.kr/A00001622300.html,민중의소리,2022-11-01
"""내꺼 한 잔! 우유를 사랑해"" 우유자조금관리위원회, 김영철의 파워FM과 국산...",http://www.metroseoul.co.kr/article/20221101500565,메트로신문,2022-11-01
행안장관·경찰청장·소방청장 일제히 사과…사고 사흘만,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202211010217&t=NN,한국경제TV,2022-11-01
[bnTV] 요즘 가장 악명이 높은 랜섬웨어 해커조직 4곳은?,http://www.boannews.com/media/view.asp?idx=111183&kind=,보안뉴스,2022-11-01
"JT저축은행, 아동학대예방 위한 걸음 기부 진행",http://www.mediapen.com/news/view/766912,미디어펜,2022-11-01
"대구시, 234억원 ABB 성장펀드 조성",http://www.joongdo.co.kr/web/view.php?key=20221101010000336,중도일보,2022-11-01
나 몰래 이뤄진 카드결제...'악성 도메인'에 답 있다,https://zdnet.co.kr/view/?no=20221101154150,ZDNet Korea언론사 선정,2022-11-01
사고 사흘만에…행안장관·경찰청장·소방청장 일제히 사과(종합2보),https://www.yna.co.kr/view/AKR20221101095752530?input=1195m,연합뉴스언론사 선정,2022-11-01
<딜링룸 백브리핑> 美 국가위기 전 나타나는 '유령 고양이',http://news.einfomax.co.kr/news/articleView.html?idxno=4240273,연합인포맥스,2022-11-01
"대구, 234억원 규모 ABB 성장펀드 조성.운영 ‘맞손’",http://www.shinailbo.co.kr/news/articleView.html?idxno=1617640,신아일보,2022-11-01
"[창원24시] 창원시-베트남 꽝닌성, 창원 관광 활성화 업무협약",http://www.sisajournal.com/news/articleView.html?idxno=249475,시사저널,2022-11-01
"'임신' 최희, 15주차인데 D라인이 선명하게..""이렇게 많이 나오나요?""",http://sports.chosun.com/news/ntype.htm?id=202211010100008050000836&servicedate=20221101,스포츠조선,2022-11-01
"대구시, 234억 규모 ABB펀드 조성 나선다",http://www.breaknews.com/931970,브레이크뉴스,2022-11-01
"“스테이킹 서비스 베껴”…차명훈 코인원 대표, 빗썸 공개 저격",https://www.etnews.com/20221101000167,전자신문,2022-11-01
"대구시, 234억 ABB 성장펀드 조성···지역 ABB산업 중점 육성",http://www.kbsm.net/news/view.php?idx=369039,경북신문,2022-11-01
"대구시, 234억 규모 ‘ABB 성장펀드’ 조성",http://www.kukinews.com/newsView/kuk202211010118,쿠키뉴스,2022-11-01
"대구, AI·빅데이터·블록체인 육성 펀드 조성",http://www.aitimes.com/news/articleView.html?idxno=147642,AI타임스,2022-11-01
계정 공유 단속 임박했나…넷플릭스 '프로필 이전' 기능 도입,https://www.news1.kr/articles/4850698,뉴스1,2022-11-01
"JT저축은행, 아동학대예방 위한 특별한 걸음 기부",http://www.goodkyung.com/news/articleView.html?idxno=191376,굿모닝경제,2022-11-01
"JT저축은행, 임직원과 함께 학대 아동 지원 위한 걸음 나서",http://www.lcnews.co.kr/news/articleView.html?idxno=39720,라이센스뉴스,2022-11-01
"JT저축은행, 아동학대예방 위한 특별한 걸음 기부",https://daily.hankooki.com/news/articleView.html?idxno=888432,데일리한국,2022-11-01
"대구시, 인공지능·빅데이터·블록체인 성장펀드 234억원 조성",http://www.newsis.com/view/?id=NISX20221101_0002068839&cID=10810&pID=10800,뉴시스,2022-11-01
"거창군, 6만 인구 사수 위한 위기 속 기회 발굴",http://www.shinailbo.co.kr/news/articleView.html?idxno=1617482,신아일보,2022-11-01
'이태원 참사' 이상민 장관 책임 회피성 발언에 비판 쇄도,http://www.newshankuk.com/news/content.asp?news_idx=202211011338410103,뉴스한국,2022-11-01
"두산에너빌리티, 배터리 소재 리사이클링 사업 가속화 [경제소식]",http://www.kukinews.com/newsView/kuk202211010081,쿠키뉴스,2022-11-01
"'근로자 탈출' 폭스콘, 보너스 주고 아이폰 생산 일부 이전",http://www.edaily.co.kr/news/newspath.asp?newsid=02656806632521456,이데일리언론사 선정,2022-11-01
"[산업 이모저모] 현대차그룹, 미래 도시 연구 프로젝트 공개",http://www.greened.kr/news/articleView.html?idxno=298524,녹색경제신문,2022-11-01
"JT저축은행, '아동학대 예방' 걷기 캠페인",http://www.kbanker.co.kr/news/articleView.html?idxno=207078,대한금융신문,2022-11-01
대구 책임질 미래산업 키우자…234억 ABB성장펀드 조성,https://news.kmib.co.kr/article/view.asp?arcid=0017625731&code=61122020&cp=nv,국민일보,2022-11-01
"EDB, AWS용 '빅애니멀' 클라우드 DBMS 발표",http://www.nextdaily.co.kr/news/articleView.html?idxno=211498,넥스트데일리,2022-11-01
대구시 234억 규모 ABB펀드 조성,https://www.nocutnews.co.kr/news/5841888,노컷뉴스,2022-11-01
"JT저축은행, 아동학대예방 위한 '걸음 기부' 활동 진행",http://www.ftoday.co.kr/news/articleView.html?idxno=243686,파이낸셜투데이,2022-11-01
"거창군, 다양한 인구 늘리기 정책으로 지역 소멸 위기 극복",https://www.gukjenews.com/news/articleView.html?idxno=2582972,국제뉴스,2022-11-01
거창군 6만 인구 사수를 위한 위기 속 기회 발굴,http://www.kukinews.com/newsView/kuk202211010043,쿠키뉴스,2022-11-01
"거창군, 6만 인구 사수 위해 다양한 정책 추진",http://www.joongdo.co.kr/web/view.php?key=20221101010000102,중도일보,2022-11-01
"JT저축은행, 아동학대예방 '아주 특별한 걸음 기부' 진행",https://www.etnews.com/20221101000035,전자신문,2022-11-01
"싱가포르 통화청, CBDC 프로젝트 1단계 완료",https://www.theguru.co.kr/news/article.html?no=44405,더구루,2022-11-01
10월31일 이브닝뉴스 헤드라인,https://www.radiokorea.com/news/article.php?uid=401129,라디오코리아,2022-11-01
"신한은행, 전직원 대상 RPA 확산 나서…'R비서' 구축 사업 전개",https://www.ddaily.co.kr/news/article.html?no=250101,디지털데일리,2022-11-01
더 리더: 지하철 승강장에서 불법촬영한 보건복지부 국장 검거,http://www.ypsori.com/news/articleView.html?idxno=31470,양평시민의소리,2022-11-01
인공지능 통합상담 솔루션… CS 업계에 새바람,http://www.munhwa.com/news/view.html?no=2022110101035707020001,문화일보,2022-11-01
대구시 ABB 산업 육성위해 234억원 ABB 성장펀드 조성,https://www.hankyung.com/economy/article/202211017731h,한국경제,2022-11-01
[토큰포스트 브리핑] 이르면 내년부터 ‘가상자산 불공정거래’ 처벌한다 外,https://www.tokenpost.kr/article-110424,토큰포스트,2022-11-01
넥슨은 대규모 클라우드 인프라를 어떻게 관리할까?,http://www.digitaltoday.co.kr/news/articleView.html?idxno=463903,디지털투데이,2022-11-01
"일론 머스크의 트위터, 월 20달러 유료 구독 카드 '만지작'",http://www.digitaltoday.co.kr/news/articleView.html?idxno=463900,디지털투데이,2022-11-01
"용산, 모든 행사 중지하고 연말까지 애도기간",https://www.seoul.co.kr/news/newsView.php?id=20221101010031&wlog_tag3=naver,서울신문,2022-11-01
"사고 2시간 지나서야 재난 문자 보내고... ""수습 우선""이라는 용산구청장",https://hankookilbo.com/News/Read/A2022103116220004616?did=NA,한국일보언론사 선정,2022-11-01
[디지털 세상 읽기] 대안 트위터,https://www.joongang.co.kr/article/25113925,중앙일보,2022-11-01
'이태원 핼러윈 참극' 와중에 본인 홍보물 올린 용산구청장..,http://www.newsfreezone.co.kr/news/articleView.html?idxno=421100,뉴스프리존,2022-10-31
"[신장개업]장윤미 변호사, “주최자 없으면 매뉴얼도 없다”? 경찰 내부 지침...",http://tbs.seoul.kr/news/newsView.do?typ_800=6&idx_800=3481908&seq_800=20474585,TBS,2022-10-31
"무분별한 이태원 참사 게시글 유포, 자제 당부에도 기승",https://www.womaneconomy.co.kr/news/articleView.html?idxno=213793,여성경제신문,2022-10-31
트위터 품은 지 사흘 만에 ‘음모론’ 퍼뜨린 머스크,https://www.khan.co.kr/people/people-general/article/202210312213005,경향신문,2022-10-31
[기고] 웹 취약점 점검 현명하게 하는 법,http://www.itdaily.kr/news/articleView.html?idxno=210854,아이티데일리,2022-10-31
[가상자산 제대로 알기] 4. 가상자산 거래에 관한 이해와 사용 실례,https://www.donga.com/news/article/all/20221031/116249249/1,동아일보,2022-10-31
재난보도와 시빅 저널리즘 : 소셜미디어와 시민제보 뉴스콘텐츠의 새로운 역할,http://www.civicnews.com/news/articleView.html?idxno=34548,시빅뉴스,2022-10-31
불과 보름전 100만명 이태원 찾았다…그때와 다른 딱 하나,https://www.joongang.co.kr/article/25113851,중앙일보언론사 선정,2022-10-31
'블루 아카이브' 이용자 뿔났다…게관위 국민감사청구 서명에 대거 참여,http://game.dailyesports.com/view.php?ud=2022103112044353307d7eeffea4_26,데일리e스포츠,2022-10-31
"한솔비에스 에이엔박스, FSC 인증 도입 예정 “친환경 박스 전면 도입”",https://www.raonnews.com/news/article.html?no=6603,라온신문,2022-10-31
“그곳에 인간성이란 없다”…봉쇄된 中폭스콘 공장서 탈출 행렬,https://news.kmib.co.kr/article/view.asp?arcid=0017623600&code=61131811&cp=nv,국민일보,2022-10-31
[IT하는법] 스마트폰 '의료 정보' 추가로 응급 상황 대비하기,https://it.donga.com/102973/,IT동아,2022-10-31
[외쿡신문] 트위터라는 지옥문을 연 일론 머스크?,https://byline.network/?p=9004111222486291,바이라인네트워크,2022-10-31
ETH 스테이킹 물량 늘며 수익률 하락,http://www.coindeskkorea.com/news/articleView.html?idxno=81952,코인데스크코리아,2022-10-31
트위터 최대 리스크는 머스크? ‘가짜뉴스 전파+대규모 감원’ 파장,https://www.khan.co.kr/economy/economy-general/article/202210311622001,경향신문,2022-10-31
“코로나 봉쇄 中 폭스콘 공장서 근로자 탈출 행렬”,https://www.dailian.co.kr/news/view/1168261/?sc=Naver,데일리안언론사 선정,2022-10-31
"""잔혹 영상 신고해주세요""…네카오, 이태원 참사 트라우마 덜기 도왔다",http://www.edaily.co.kr/news/newspath.asp?newsid=03762166632498496,이데일리,2022-10-31
"[판례.zip] 게임 접속장애, 무료 유저도 보상 받을 수 있나요?",https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1687689,게임메카,2022-10-31
"빗썸-아로와나 사태 ① ""주가조작 있다고 증권거래소 처벌하나""",http://www.nbntv.kr/news/articleView.html?idxno=64301,NBNTV,2022-10-31
‘검은 리본’ 고민정 “책임있는 당국자 누구 하나 사과하는 사람 없어” 비...,http://www.munhwa.com/news/view.html?no=2022103101039910019008,문화일보언론사 선정,2022-10-31
"MYSC, 농식품 B.O.M 액셀러레이팅 프로그램 ‘비즈니스 토크테이블 및 밋업’...",http://www.segyebiz.com/newsView/20221031512323?OutUrl=naver,세계비즈,2022-10-31
"""전 세계 분산ID, 연평균 89% 성장…2027년 680만달러 규모""",http://www.datanet.co.kr/news/articleView.html?idxno=177838,데이터넷,2022-10-31
지난주 접수돼 국회 계류 중인 주요법률 제정안 및 개정안들,https://www.straightnews.co.kr/news/articleView.html?idxno=219644,스트레이트뉴스,2022-10-31
"한국시리즈 하루 앞둔 KBO, '이태원 참사'에 이런 결정 내렸다",https://www.wikitree.co.kr/articles/802215,위키트리,2022-10-31
"'제로트러스트 관심 ↑', 소프트캠프 '고객 초청 세미나' 성료",http://news.mt.co.kr/mtview.php?no=2022103114192986046,머니투데이,2022-10-31
[ICT 소식] LG유플러스·카카오엔터·SK텔레콤·KT엠모바일·네이버 外,https://www.asiatime.co.kr/article/20221031500206,아시아타임즈,2022-10-31
"[테슬라 상장, 그 후] [카페24] ① 적자 재전환의 '후폭풍'",https://www.topdaily.kr/articles/92023,톱데일리,2022-10-31
[잇속] LGU+·KT엠모바일·카카오엔터 외,http://www.newsprime.co.kr/news/article.html?no=583654,프라임경제,2022-10-31
머스크 트위터 인수 뒤 급증한 ‘트롤링 공격’은 무엇?,https://biz.chosun.com/international/international_economy/2022/10/31/UREVB2STL5A6FF6DX52TAYGIN4/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈언론사 선정,2022-10-31
"[보.알.남] ‘은밀하게, 위대하게’ 깨알만한 정보로 모든 걸 훔친다, 스니핑",http://www.boannews.com/media/view.asp?idx=110680&kind=,보안뉴스,2022-10-31
[긴급] 최근 국내 기업 대상 디도스·랜섬웨어 공격 계속 발생·확산...,https://www.dailysecu.com/news/articleView.html?idxno=140874,데일리시큐,2022-10-31
"""임신 중일때 남편이 다른 여자와 결혼식을...시댁까지 가세한 기막힌 두집살...",https://radio.ytn.co.kr/program/?f=2&id=85850&s_mcd=0440&s_hcd=01,YTN라디오,2022-10-31
[리뷰] 이노스 구글TV 23년형 G65QLED 제로 에디션: 돌비 비전과 가장 똑똑하...,https://www.cnet.co.kr/view/?no=20221027041747,씨넷코리아,2022-10-31
"'에이엔박스', 친환경 제품 FSC 인증 도입 예정",https://www.dailysecu.com/news/articleView.html?idxno=140869,데일리시큐,2022-10-31
"[양담소] ""임신 중일때 남편이 다른 여자와 결혼식을...시댁까지 가세한 기막...",https://www.ytn.co.kr/_ln/0103_202210311131388138,YTN,2022-10-31
행정참사 지적 나오는데… '안전' 장관 책임회피성 발언 논란 [이슈+],http://www.segye.com/content/html/2022/10/31/20221031507013.html?OutUrl=naver,세계일보언론사 선정,2022-10-31
[이태원 안전실종 긴급진단] 현장 대책 부재가 참사 키웠다,http://www.seoulwire.com/news/articleView.html?idxno=485089,서울와이어,2022-10-31
中 폭스콘 공장 코로나 비상...아이폰 생산 차질 불가피,http://www.newspim.com/news/view/20221031000370,뉴스핌,2022-10-31
